timestamp,processo,cpu,ram,disco,mac
2025-10-24_09-50-36,firefox.exe,0.0,3.8,316.5,276246685787227
2025-10-24_09-50-36,firefox.exe,0.0,3.3,8.2,276246685787227
2025-10-24_09-50-36,MemCompression,0.0,2.6,0.0,276246685787227
2025-10-24_09-50-36,firefox.exe,0.0,2.5,693.1,276246685787227
2025-10-24_09-50-55,idea64.exe,0.0,10.1,18.5,276246685787227
2025-10-24_09-50-55,firefox.exe,0.0,3.8,316.5,276246685787227
2025-10-24_09-50-55,firefox.exe,0.6,3.2,8.3,276246685787227
2025-10-24_09-50-55,MemCompression,0.0,2.6,0.0,276246685787227
2025-10-24_09-50-55,firefox.exe,0.3,2.5,693.2,276246685787227
2025-10-24_09-51-14,idea64.exe,0.8,10.1,18.5,276246685787227
2025-10-24_09-51-14,firefox.exe,0.0,3.8,316.5,276246685787227
2025-10-24_09-51-14,firefox.exe,0.0,3.3,8.3,276246685787227
2025-10-24_09-51-14,MemCompression,0.0,2.6,0.0,276246685787227
2025-10-24_09-51-14,firefox.exe,0.1,2.5,693.3,276246685787227
2025-10-24_09-51-33,idea64.exe,0.1,10.1,18.7,276246685787227
2025-10-24_09-51-33,firefox.exe,0.0,3.8,316.5,276246685787227
2025-10-24_09-51-33,firefox.exe,0.0,3.3,8.3,276246685787227
2025-10-24_09-51-33,MemCompression,0.0,2.6,0.0,276246685787227
2025-10-24_09-51-33,firefox.exe,0.1,2.5,693.3,276246685787227
2025-10-24_09-51-52,idea64.exe,0.1,10.1,18.8,276246685787227
2025-10-24_09-51-52,firefox.exe,0.1,3.8,316.5,276246685787227
2025-10-24_09-51-52,firefox.exe,0.0,3.3,8.4,276246685787227
2025-10-24_09-51-52,MemCompression,0.0,2.6,0.0,276246685787227
2025-10-24_09-51-52,firefox.exe,0.0,2.5,5.5,276246685787227
2025-10-24_09-52-11,idea64.exe,0.2,10.1,18.8,276246685787227
2025-10-24_09-52-11,firefox.exe,6.5,5.5,333.4,276246685787227
2025-10-24_09-52-11,firefox.exe,4.3,4.3,8.7,276246685787227
2025-10-24_09-52-11,MemCompression,0.8,2.8,0.0,276246685787227
2025-10-24_09-52-11,firefox.exe,1.6,2.6,5.7,276246685787227
2025-10-24_09-52-34,idea64.exe,0.2,10.1,19.0,276246685787227
2025-10-24_09-52-34,firefox.exe,2.0,4.2,352.0,276246685787227
2025-10-24_09-52-34,firefox.exe,0.5,3.4,9.1,276246685787227
2025-10-24_09-52-34,firefox.exe,0.2,2.8,752.8,276246685787227
2025-10-24_09-52-34,MemCompression,0.0,2.8,0.0,276246685787227
2025-10-24_09-53-00,idea64.exe,0.2,10.1,19.0,276246685787227
2025-10-24_09-53-00,firefox.exe,1.3,4.2,391.7,276246685787227
2025-10-24_09-53-00,firefox.exe,0.4,3.8,9.4,276246685787227
2025-10-24_09-53-00,firefox.exe,1.1,2.8,776.4,276246685787227
2025-10-24_09-53-00,MemCompression,0.0,2.6,0.0,276246685787227
